truth,pred,time
1,3,215771.0
0,0,215726.0
4,4,215777.0
2,7,215754.0
2,2,215771.0
0,0,215727.0
3,2,215777.0
3,3,215753.0
7,4,215770.0
7,7,215727.0
7,7,215776.0
5,5,215728.0
7,7,215756.0
5,5,215722.0
7,7,215772.0
6,6,215769.0
6,6,215744.0
0,0,215725.0
5,5,215773.0
0,0,215726.0
1,1,215775.0
0,0,215774.0
4,4,215728.0
5,6,215725.0
1,1,215723.0
2,5,215743.0
2,2,215773.0
3,1,215766.0
4,4,215772.0
1,1,215768.0
2,2,215766.0
0,7,215774.0
2,2,215771.0
5,5,215720.0
3,3,215766.0
2,2,215724.0
3,3,215727.0
1,1,215778.0
7,7,215730.0
3,3,215741.0
1,0,215773.0
1,1,215752.0
2,2,215725.0
7,7,215771.0
3,0,215722.0
1,1,215773.0
7,7,215726.0
6,6,215752.0
7,7,215728.0
2,2,215755.0
7,7,215743.0
2,2,215774.0
4,4,215731.0
1,1,215765.0
2,2,215726.0
1,1,215764.0
1,3,215770.0
3,0,215767.0
6,6,215773.0
2,2,215773.0
3,3,215769.0
7,7,215726.0
3,3,215773.0
3,0,215721.0
4,4,215772.0
0,3,215727.0
4,4,215777.0
0,0,215728.0
2,2,215730.0
1,3,215752.0
0,0,215770.0
7,7,215728.0
2,2,215744.0
7,7,215725.0
0,0,215721.0
6,6,215729.0
3,2,215719.0
2,2,215723.0
2,2,215769.0
3,3,215742.0
0,0,215775.0
4,4,215780.0
4,5,215768.0
4,4,215771.0
5,5,215778.0
3,3,215744.0
0,0,215728.0
1,1,215724.0
2,2,215756.0
4,4,215747.0
4,4,215725.0
0,0,215724.0
7,7,215725.0
5,5,215725.0
7,7,215726.0
0,0,215770.0
1,1,215772.0
4,4,215724.0
0,0,215751.0
4,4,215753.0
6,6,215770.0
2,2,215753.0
1,1,215753.0
3,3,215778.0
7,7,215750.0
7,7,215773.0
3,3,215726.0
6,6,215771.0
0,3,215732.0
2,4,215771.0
3,0,215752.0
2,2,215754.0
1,0,215730.0
7,7,215771.0
5,5,215771.0
6,6,215773.0
7,7,215727.0
1,1,215725.0
4,4,215770.0
5,5,215727.0
6,6,215742.0
3,3,215752.0
4,4,215723.0
0,0,215768.0
0,0,215732.0
5,5,215778.0
5,5,215770.0
2,2,215768.0
4,4,215767.0
0,0,215728.0
6,6,215728.0
0,3,215771.0
3,3,215770.0
5,5,215771.0
5,5,215776.0
3,3,215740.0
5,5,215727.0
1,1,215727.0
2,4,215773.0
0,6,215729.0
6,6,215771.0
3,3,215719.0
0,1,215770.0
7,7,215726.0
1,1,215729.0
6,1,215771.0
3,7,215769.0
6,6,215772.0
5,5,215775.0
0,1,215725.0
2,4,215767.0
6,6,215724.0
4,4,215753.0
4,4,215727.0
4,4,215725.0
1,1,215771.0
6,6,215723.0
0,0,215768.0
3,3,215721.0
2,2,215773.0
5,5,215730.0
6,6,215772.0
0,3,215771.0
1,1,215770.0
2,5,215724.0
0,3,215772.0
5,0,215719.0
0,0,215725.0
1,3,215717.0
3,3,215770.0
2,2,215725.0
3,3,215723.0
7,2,215771.0
1,1,215775.0
1,1,215722.0
4,4,215724.0
3,0,215770.0
5,0,215770.0
5,0,215728.0
5,5,215725.0
7,7,215768.0
5,5,215721.0
7,2,215740.0
0,3,215725.0
5,5,215720.0
4,4,215771.0
5,5,215728.0
0,4,215719.0
1,1,215767.0
0,0,215725.0
2,2,215764.0
3,0,215724.0
2,2,215719.0
4,4,215767.0
5,6,215762.0
1,1,215723.0
6,6,215720.0
3,3,215772.0
3,3,215720.0
7,7,215724.0
1,1,215716.0
4,4,215763.0
6,6,215762.0
7,7,215766.0
3,3,215744.0
4,4,215712.0
3,3,215755.0
5,5,215757.0
5,5,215753.0
4,4,215712.0
6,6,215713.0
5,5,215708.0
0,0,215707.0
2,2,215752.0
1,1,215703.0
5,5,215703.0
7,7,215746.0
1,1,215745.0
5,5,215695.0
4,4,215736.0
7,7,215693.0
7,7,215686.0
0,0,215682.0
3,3,215722.0
1,1,215681.0
5,5,215724.0
0,3,215672.0
1,1,215711.0
0,0,215704.0
7,7,215704.0
2,1,215654.0
6,0,215692.0
3,3,215651.0
7,2,215649.0
3,3,215644.0
2,0,215682.0
7,0,215629.0
7,7,215667.0
4,4,215623.0
3,3,215624.0
0,0,215619.0
4,4,215655.0
4,4,215653.0
1,3,215650.0
4,4,215608.0
0,0,215608.0
6,6,215645.0
1,1,215598.0
2,2,215597.0
3,3,215593.0
6,6,215646.0
5,5,215596.0
4,4,215638.0
4,4,215589.0
0,0,215639.0
4,4,215600.0
5,5,215597.0
7,7,215592.0
0,0,215597.0
5,0,215591.0
2,6,215643.0
4,4,215648.0
2,2,215640.0
3,7,215639.0
4,4,215647.0
5,5,215643.0
1,1,215645.0
2,7,215651.0
1,1,215603.0
5,5,215600.0
7,7,215644.0
3,0,215603.0
1,1,215599.0
6,6,215597.0
4,4,215593.0
2,6,215639.0
5,5,215598.0
0,1,215651.0
2,2,215641.0
2,2,215647.0
1,0,215650.0
2,5,215654.0
7,7,215653.0
2,4,215657.0
1,0,215615.0
0,0,215614.0
4,4,215621.0
5,3,215617.0
6,6,215619.0
5,5,215670.0
4,4,215627.0
4,4,215634.0
6,5,215629.0
3,3,215632.0
3,3,215631.0
4,4,215626.0
7,7,215632.0
0,1,215680.0
1,1,215641.0
6,0,215641.0
1,1,215646.0
1,0,215688.0
6,6,215645.0
7,7,215647.0
5,5,215647.0
6,6,215656.0
6,6,215662.0
4,4,215660.0
4,2,215664.0
3,1,215651.0
4,7,215726.0
1,5,215726.0
6,6,215709.0
0,6,215665.0
7,7,215671.0
4,4,215675.0
7,7,215717.0
3,1,215671.0
5,5,215679.0
0,3,215680.0
5,5,215721.0
2,2,215676.0
7,7,215725.0
4,4,215686.0
2,2,215690.0
6,6,215732.0
6,6,215688.0
0,0,215690.0
5,5,215738.0
1,1,215698.0
4,4,215697.0
2,2,215747.0
5,5,215702.0
5,1,215702.0
1,1,215709.0
2,2,215752.0
1,1,215713.0
1,3,215712.0
3,1,215715.0
0,0,215759.0
1,6,215715.0
7,7,215761.0
7,7,215766.0
1,1,215768.0
7,7,215762.0
6,6,215717.0
0,4,215722.0
2,1,215766.0
7,7,215721.0
5,5,215768.0
4,4,215717.0
5,5,215766.0
6,6,215722.0
0,3,215723.0
0,0,215722.0
6,6,215767.0
2,2,215728.0
7,7,215768.0
3,6,215751.0
1,1,215722.0
1,3,215722.0
2,1,215724.0
5,5,215727.0
3,3,215722.0
4,4,215746.0
2,4,215729.0
2,2,215728.0
6,6,215730.0
1,1,215725.0
6,6,215725.0
1,3,215741.0
3,3,215729.0
1,0,215769.0
2,3,215718.0
5,6,215722.0
2,2,215726.0
4,4,215732.0
3,3,215726.0
7,7,215781.0
5,0,215727.0
3,3,215769.0
0,0,215725.0
0,0,215770.0
5,5,215772.0
5,5,215774.0
0,1,215776.0
7,7,215768.0
2,7,215730.0
3,0,215729.0
3,3,215728.0
6,6,215725.0
2,4,215725.0
4,4,215728.0
1,3,215775.0
6,6,215740.0
0,6,215771.0
1,0,215729.0
4,4,215779.0
0,2,215725.0
2,2,215726.0
3,3,215772.0
3,3,215731.0
1,3,215729.0
1,1,215766.0
4,4,215724.0
5,5,215770.0
7,7,215774.0
5,5,215773.0
2,4,215731.0
1,1,215772.0
1,1,215780.0
4,4,215772.0
6,6,215730.0
4,4,215777.0
6,6,215726.0
7,7,215775.0
2,2,215771.0
0,3,215727.0
4,4,215730.0
4,4,215771.0
2,2,215729.0
1,1,215768.0
1,1,215779.0
6,6,215729.0
4,4,215721.0
7,2,215718.0
7,6,215723.0
1,1,215722.0
2,4,215772.0
7,2,215718.0
5,5,215780.0
6,6,215728.0
1,6,215773.0
7,7,215745.0
6,6,215753.0
7,7,215733.0
0,0,215778.0
2,4,215726.0
3,3,215746.0
4,2,215729.0
4,4,215778.0
2,2,215775.0
5,5,215775.0
3,3,215722.0
2,2,215774.0
7,7,215731.0
7,7,215774.0
4,4,215731.0
4,4,215773.0
3,2,215771.0
2,4,215775.0
0,0,215726.0
1,1,215774.0
6,6,215727.0
7,7,215728.0
3,3,215781.0
7,7,215730.0
1,3,215772.0
6,6,215729.0
6,6,215772.0
4,4,215773.0
5,5,215776.0
3,1,215726.0
2,1,215774.0
7,7,215727.0
7,7,215769.0
7,7,215732.0
1,1,215772.0
5,5,215732.0
0,1,215772.0
0,0,215729.0
3,2,215776.0
7,7,215774.0
0,0,215731.0
4,4,215728.0
6,6,215767.0
4,4,215729.0
0,0,215779.0
0,2,215747.0
4,4,215758.0
3,0,215731.0
7,7,215749.0
0,0,215731.0
3,3,215773.0
2,7,215779.0
4,4,215771.0
5,5,215785.0
4,4,215774.0
2,4,215774.0
2,2,215771.0
4,4,215728.0
5,5,215746.0
3,3,215758.0
2,2,215780.0
3,0,215732.0
2,2,215774.0
7,7,215731.0
3,6,215767.0
4,4,215774.0
0,0,215731.0
5,5,215752.0
5,0,215729.0
4,4,215770.0
0,0,215748.0
2,2,215749.0
0,0,215731.0
0,0,215756.0
3,3,215730.0
3,3,215773.0
3,3,215755.0
6,6,215778.0
3,3,215774.0
5,5,215772.0
5,5,215773.0
1,3,215775.0
5,5,215728.0
3,0,215746.0
4,4,215733.0
2,2,215770.0
5,5,215730.0
7,7,215773.0
5,5,215730.0
4,4,215775.0
1,1,215727.0
1,1,215772.0
3,3,215731.0
4,4,215771.0
4,4,215759.0
0,0,215772.0
7,7,215781.0
3,6,215772.0
7,7,215728.0
1,1,215752.0
2,2,215759.0
7,7,215748.0
1,1,215751.0
0,0,215730.0
1,1,215775.0
7,7,215731.0
0,0,215745.0
7,2,215749.0
3,3,215760.0
7,2,215742.0
7,7,215746.0
1,3,215745.0
2,2,215782.0
2,2,215732.0
1,1,215771.0
6,6,215727.0
5,5,215772.0
5,5,215771.0
7,7,215744.0
7,7,215777.0
0,0,215749.0
1,1,215730.0
7,7,215731.0
6,6,215764.0
4,4,215775.0
6,6,215728.0
6,4,215773.0
1,1,215757.0
0,0,215731.0
0,1,215755.0
3,3,215760.0
6,6,215776.0
7,7,215778.0
6,6,215756.0
5,6,215775.0
7,7,215781.0
5,5,215747.0
4,4,215774.0
7,7,215745.0
5,5,215742.0
6,6,215762.0
0,5,215775.0
3,1,215730.0
5,5,215773.0
1,1,215784.0
4,4,215748.0
4,4,215733.0
3,3,215774.0
0,0,215731.0
6,6,215746.0
1,1,215774.0
5,5,215749.0
4,4,215731.0
6,6,215728.0
1,1,215726.0
1,3,215725.0
1,3,215757.0
5,5,215751.0
0,0,215774.0
0,0,215774.0
3,0,215776.0
3,3,215772.0
1,6,215776.0
0,0,215746.0
0,0,215733.0
6,2,215776.0
3,3,215725.0
7,7,215779.0
3,3,215758.0
7,7,215771.0
4,4,215754.0
4,4,215746.0
2,5,215758.0
1,3,215747.0
3,1,215754.0
3,6,215749.0
5,5,215772.0
6,5,215746.0
0,0,215746.0
0,0,215726.0
5,5,215753.0
7,7,215774.0
4,1,215742.0
7,7,215762.0
1,6,215771.0
6,6,215755.0
6,6,215747.0
3,3,215748.0
0,0,215778.0
1,1,215743.0
1,1,215745.0
3,3,215731.0
4,4,215749.0
2,2,215732.0
4,4,215777.0
5,5,215727.0
6,6,215746.0
5,5,215756.0
6,6,215774.0
4,4,215728.0
2,2,215727.0
5,5,215727.0
7,7,215719.0
5,5,215775.0
5,5,215746.0
0,0,215774.0
2,2,215743.0
3,3,215730.0
1,1,215750.0
3,3,215779.0
6,4,215748.0
0,0,215746.0
4,4,215753.0
3,3,215759.0
1,1,215749.0
0,0,215745.0
1,1,215747.0
3,3,215773.0
7,7,215756.0
0,0,215747.0
0,0,215730.0
6,6,215778.0
5,5,215759.0
1,1,215726.0
4,4,215782.0
0,0,215775.0
0,0,215775.0
7,7,215758.0
0,0,215730.0
2,7,215727.0
1,1,215773.0
1,1,215774.0
3,7,215755.0
1,5,215776.0
6,6,215775.0
3,1,215775.0
7,7,215731.0
3,1,215746.0
6,6,215774.0
7,7,215759.0
2,2,215775.0
5,5,215748.0
6,6,215757.0
0,0,215748.0
2,2,215775.0
2,2,215745.0
2,2,215771.0
7,2,215774.0
1,1,215746.0
5,6,215777.0
0,3,215776.0
3,1,215758.0
7,7,215777.0
2,4,215776.0
1,1,215775.0
2,2,215775.0
6,6,215747.0
0,1,215746.0
5,5,215732.0
3,3,215759.0
7,7,215745.0
7,7,215749.0
1,1,215778.0
3,6,215773.0
6,6,215775.0
5,5,215775.0
4,4,215757.0
4,4,215776.0
4,4,215757.0
7,7,215774.0
1,1,215780.0
1,1,215774.0
5,5,215752.0
2,2,215770.0
0,0,215780.0
2,4,215775.0
7,7,215747.0
5,2,215745.0
1,1,215774.0
6,6,215778.0
0,0,215775.0
1,1,215778.0
3,2,215743.0
0,6,215749.0
5,5,215756.0
0,1,215762.0
1,1,215781.0
5,5,215779.0
3,1,215777.0
6,6,215772.0
3,3,215766.0
1,1,215751.0
6,5,215776.0
7,7,215761.0
7,3,215770.0
0,1,215745.0
3,3,215772.0
5,1,215775.0
5,5,215779.0
4,4,215757.0
2,2,215776.0
6,6,215759.0
2,2,215778.0
6,6,215779.0
7,7,215773.0
2,0,215764.0
5,5,215763.0
2,2,215771.0
7,7,215774.0
2,2,215759.0
4,4,215777.0
0,0,215762.0
4,4,215774.0
6,4,215778.0
2,6,215778.0
7,7,215773.0
4,4,215778.0
5,5,215776.0
0,0,215751.0
3,0,215773.0
6,6,215776.0
6,6,215776.0
6,6,215751.0
1,1,215750.0
2,2,215758.0
0,1,215780.0
7,7,215777.0
1,1,215762.0
6,5,215774.0
3,0,215774.0
1,6,215756.0
7,7,215774.0
4,4,215763.0
7,5,215774.0
3,3,215758.0
7,7,215749.0
1,1,215778.0
6,6,215776.0
1,1,215744.0
2,2,215778.0
0,0,215746.0
0,0,215777.0
2,4,215773.0
5,5,215745.0
2,2,215776.0
4,4,215774.0
7,7,215774.0
6,6,215774.0
0,0,215776.0
0,0,215774.0
4,4,215778.0
6,6,215774.0
1,1,215774.0
1,1,215762.0
0,0,215774.0
6,6,215775.0
0,2,215778.0
0,1,215748.0
1,3,215775.0
5,5,215773.0
5,5,215774.0
2,2,215780.0
3,3,215773.0
4,2,215756.0
3,3,215778.0
6,6,215772.0
3,0,215749.0
3,3,215775.0
1,1,215775.0
4,4,215747.0
2,2,215773.0
0,0,215746.0
2,2,215776.0
7,7,215775.0
6,2,215775.0
2,2,215756.0
0,2,215748.0
0,2,215771.0
3,3,215774.0
5,5,215777.0
6,6,215747.0
2,2,215762.0
4,6,215775.0
0,3,215757.0
4,6,215747.0
0,0,215776.0
2,2,215774.0
5,5,215774.0
1,1,215774.0
5,1,215777.0
5,5,215752.0
6,6,215775.0
2,2,215776.0
5,5,215776.0
7,7,215760.0
3,3,215780.0
0,0,215760.0
4,4,215774.0
7,7,215772.0
2,2,215776.0
2,2,215761.0
3,3,215774.0
7,7,215775.0
4,4,215765.0
0,0,215764.0
5,5,215745.0
1,1,215766.0
3,3,215746.0
4,2,215758.0
2,7,215777.0
5,5,215759.0
5,0,215752.0
3,1,215775.0
7,7,215750.0
7,7,215777.0
4,4,215759.0
1,1,215773.0
4,4,215745.0
4,4,215747.0
6,6,215758.0
0,0,215772.0
7,7,215778.0
5,5,215766.0
3,0,215759.0
3,3,215776.0
5,5,215776.0
7,7,215779.0
1,1,215774.0
1,1,215773.0
7,7,215782.0
4,2,215775.0
5,5,215774.0
6,2,215773.0
5,5,215774.0
5,5,215762.0
7,7,215775.0
2,2,215762.0
0,0,215770.0
6,6,215777.0
5,5,215773.0
4,4,215753.0
5,5,215749.0
2,2,215751.0
1,1,215760.0
7,7,215749.0
4,4,215775.0
7,7,215748.0
7,7,215777.0
1,1,215772.0
5,5,215776.0
2,4,215773.0
2,2,215757.0
0,0,215747.0
0,3,215776.0
1,1,215782.0
6,6,215775.0
1,1,215764.0
2,2,215779.0
2,2,215759.0
6,6,215746.0
5,5,215777.0
1,0,215766.0
5,5,215776.0
1,1,215751.0
2,2,215776.0
5,5,215778.0
7,7,215757.0
5,5,215750.0
1,3,215773.0
7,7,215773.0
2,7,215776.0
2,6,215747.0
4,4,215765.0
1,6,215779.0
1,1,215774.0
6,6,215751.0
7,7,215758.0
7,7,215764.0
1,1,215776.0
6,2,215779.0
6,6,215778.0
0,0,215746.0
1,0,215775.0
6,6,215763.0
7,7,215746.0
6,6,215746.0
0,5,215746.0
4,4,215749.0
3,3,215750.0
3,0,215762.0
7,7,215772.0
5,5,215757.0
0,0,215774.0
0,0,215759.0
6,6,215774.0
4,4,215756.0
1,1,215772.0
1,1,215773.0
3,3,215775.0
4,4,215764.0
2,2,215747.0
4,4,215758.0
3,3,215749.0
3,0,215755.0
1,1,215777.0
3,3,215773.0
3,5,215759.0
4,4,215776.0
6,6,215758.0
0,0,215762.0
1,6,215767.0
4,4,215769.0
5,5,215766.0
1,1,215745.0
3,3,215755.0
2,2,215775.0
0,0,215756.0
1,1,215745.0
0,1,215760.0
7,7,215772.0
7,7,215758.0
4,4,215772.0
6,6,215768.0
0,0,215746.0
5,5,215764.0
4,2,215760.0
1,6,215775.0
2,2,215778.0
0,0,215756.0
0,6,215756.0
7,7,215759.0
7,7,215750.0
2,4,215756.0
0,0,215747.0
1,1,215749.0
0,0,215775.0
5,5,215777.0
0,1,215778.0
1,0,215777.0
2,2,215759.0
4,4,215776.0
5,5,215765.0
0,0,215775.0
1,1,215778.0
5,5,215748.0
7,5,215772.0
2,2,215785.0
1,1,215774.0
0,1,215775.0
0,0,215772.0
3,3,215772.0
0,0,215755.0
0,3,215748.0
6,6,215773.0
0,0,215748.0
5,5,215758.0
4,4,215775.0
3,6,215759.0
6,6,215779.0
2,2,215777.0
2,2,215778.0
2,2,215772.0
0,0,215747.0
0,0,215766.0
3,3,215748.0
1,5,215775.0
0,0,215776.0
1,1,215777.0
1,3,215745.0
0,0,215775.0
4,4,215756.0
0,3,215778.0
7,7,215776.0
6,6,215752.0
5,5,215761.0
1,1,215777.0
4,4,215777.0
6,4,215782.0
6,6,215758.0
4,4,215779.0
3,3,215774.0
1,1,215778.0
6,6,215781.0
5,5,215778.0
4,2,215777.0
4,4,215747.0
7,7,215775.0
0,0,215746.0
6,6,215761.0
7,7,215746.0
6,6,215776.0
4,6,215749.0
1,1,215757.0
2,2,215773.0
3,3,215757.0
3,3,215773.0
2,4,215770.0
6,6,215746.0
6,6,215758.0
7,7,215770.0
7,7,215743.0
3,6,215761.0
1,3,215771.0
1,3,215765.0
6,6,215772.0
6,6,215776.0
4,4,215777.0
4,4,215780.0
0,0,215776.0
2,4,215772.0
2,2,215746.0
1,3,215760.0
5,5,215775.0
0,0,215756.0
1,1,215777.0
6,6,215761.0
2,2,215745.0
0,5,215757.0
3,3,215767.0
4,4,215764.0
6,6,215746.0
0,0,215758.0
6,6,215784.0
2,2,215774.0
7,2,215758.0
2,2,215782.0
1,1,215777.0
2,2,215777.0
5,5,215776.0
1,1,215774.0
0,0,215774.0
5,5,215777.0
4,4,215756.0
7,7,215747.0
6,6,215776.0
1,1,215747.0
0,0,215776.0
3,3,215776.0
4,4,215777.0
6,1,215773.0
0,0,215776.0
5,5,215777.0
6,6,215775.0
4,4,215749.0
3,3,215753.0
1,1,215748.0
1,6,215757.0
2,2,215782.0
1,1,215773.0
1,1,215746.0
4,4,215754.0
2,2,215760.0
1,1,215748.0
0,1,215763.0
4,4,215774.0
1,0,215776.0
1,1,215774.0
6,6,215758.0
5,5,215752.0
4,4,215782.0
1,1,215773.0
2,7,215756.0
6,6,215771.0
2,2,215773.0
5,5,215777.0
1,3,215758.0
4,4,215746.0
4,2,215759.0
4,4,215775.0
6,6,215757.0
0,1,215773.0
7,7,215770.0
7,7,215748.0
3,3,215757.0
0,0,215747.0
6,6,215749.0
3,3,215753.0
3,3,215755.0
3,1,215776.0
0,5,215750.0
7,7,215773.0
5,5,215749.0
4,4,215775.0
6,2,215760.0
1,1,215779.0
3,3,215775.0
2,2,215763.0
0,0,215748.0
4,4,215782.0
3,3,215774.0
3,3,215773.0
1,3,215774.0
1,3,215774.0
1,1,215748.0
0,0,215783.0
6,6,215747.0
6,6,215756.0
7,7,215775.0
7,7,215758.0
2,2,215747.0
5,5,215760.0
1,0,215779.0
3,3,215754.0
4,4,215761.0
2,7,215749.0
4,4,215776.0
6,6,215747.0
0,6,215751.0
0,0,215755.0
7,7,215750.0
4,4,215775.0
7,7,215777.0
2,2,215776.0
3,1,215749.0
5,5,215774.0
4,4,215751.0
3,3,215776.0
2,2,215767.0
6,6,215758.0
0,0,215749.0
2,2,215749.0
1,7,215759.0
4,4,215773.0
1,1,215754.0
1,1,215746.0
6,6,215778.0
7,7,215776.0
6,6,215759.0
4,4,215749.0
1,1,215774.0
1,1,215779.0
0,0,215777.0
3,3,215774.0
5,5,215756.0
7,7,215777.0
0,0,215756.0
4,4,215745.0
2,2,215774.0
5,5,215750.0
3,3,215774.0
2,3,215776.0
7,2,215760.0
5,5,215776.0
3,3,215774.0
3,1,215758.0
2,2,215779.0
0,0,215749.0
0,0,215745.0
2,7,215786.0
5,5,215775.0
6,4,215777.0
1,3,215774.0
5,5,215776.0
5,5,215750.0
7,7,215782.0
4,4,215774.0
3,1,215774.0
2,2,215748.0
1,1,215778.0
1,4,215752.0
7,7,215775.0
7,7,215750.0
4,4,215759.0
4,4,215774.0
4,4,215758.0
3,3,215774.0
2,2,215772.0
6,6,215749.0
2,2,215775.0
0,0,215774.0
7,7,215755.0
1,3,215779.0
3,3,215775.0
2,4,215760.0
5,5,215776.0
2,2,215758.0
4,4,215775.0
2,2,215783.0
6,6,215776.0
2,2,215772.0
0,0,215778.0
2,3,215782.0
6,6,215778.0
7,7,215758.0
7,7,215786.0
5,5,215775.0
3,3,215777.0
1,1,215754.0
1,1,215783.0
6,6,215775.0
6,6,215750.0
4,4,215774.0
4,4,215749.0
2,4,215776.0
4,4,215777.0
6,6,215756.0
0,3,215774.0
5,5,215775.0
0,0,215780.0
7,7,215778.0
0,0,215744.0
3,3,215748.0
2,2,215777.0
0,0,215750.0
2,1,215777.0
5,5,215776.0
1,1,215781.0
3,3,215774.0
5,6,215752.0
1,3,215775.0
2,2,215777.0
6,6,215773.0
2,2,215755.0
5,5,215780.0
0,4,215760.0
0,4,215775.0
6,6,215755.0
3,3,215746.0
3,3,215756.0
2,2,215745.0
0,0,215757.0
0,0,215748.0
3,3,215751.0
3,3,215757.0
7,7,215764.0
2,1,215746.0
2,2,215752.0
3,0,215749.0
0,0,215778.0
7,7,215776.0
6,6,215775.0
0,0,215748.0
1,0,215755.0
5,5,215760.0
2,2,215758.0
1,3,215749.0
2,4,215746.0
1,3,215759.0
4,4,215755.0
3,0,215758.0
0,1,215743.0
1,1,215777.0
4,4,215775.0
1,1,215747.0
3,3,215760.0
7,7,215758.0
1,3,215751.0
2,4,215756.0
5,5,215747.0
7,7,215758.0
7,7,215745.0
5,5,215747.0
1,1,215753.0
2,4,215753.0
2,2,215774.0
0,6,215748.0
0,0,215748.0
1,1,215746.0
1,2,215755.0
0,0,215761.0
0,0,215775.0
7,2,215757.0
1,1,215782.0
7,7,215760.0
6,6,215763.0
4,4,215755.0
0,0,215766.0
1,1,215747.0
5,5,215756.0
7,7,215747.0
0,0,215759.0
5,5,215748.0
4,4,215774.0
1,1,215750.0
2,2,215761.0
0,6,215746.0
5,5,215758.0
0,0,215745.0
2,2,215783.0
2,2,215750.0
6,6,215751.0
0,0,215743.0
7,7,215760.0
1,1,215745.0
3,3,215776.0
2,2,215780.0
5,5,215758.0
4,2,215747.0
0,0,215760.0
5,5,215747.0
1,1,215740.0
2,4,215756.0
3,3,215748.0
7,7,215744.0
1,1,215755.0
2,3,215773.0
1,1,215744.0
7,0,215751.0
6,6,215754.0
0,0,215737.0
7,7,215759.0
6,6,215755.0
0,0,215754.0
2,4,215756.0
0,5,215733.0
7,7,215749.0
7,7,215754.0
0,5,215754.0
7,7,215744.0
6,6,215782.0
3,3,215774.0
1,1,215771.0
6,4,215773.0
3,2,215782.0
2,2,215747.0
3,1,215745.0
1,1,215777.0
3,3,215746.0
0,3,215747.0
0,0,215750.0
0,0,215745.0
6,6,215756.0
4,4,215751.0
5,5,215748.0
7,7,215751.0
6,6,215773.0
0,0,215772.0
5,5,215744.0
0,7,215756.0
3,3,215743.0
2,2,215757.0
2,2,215746.0
5,5,215757.0
7,7,215754.0
6,6,215759.0
1,1,215754.0
0,0,215774.0
1,3,215743.0
2,2,215746.0
0,0,215745.0
2,4,215775.0
2,2,215729.0
0,0,215774.0
1,3,215749.0
0,7,215729.0
5,5,215747.0
0,0,215744.0
2,2,215774.0
6,6,215746.0
7,7,215747.0
4,4,215746.0
1,1,215744.0
7,7,215761.0
2,2,215756.0
4,4,215748.0
4,4,215747.0
4,6,215755.0
5,5,215757.0
5,5,215751.0
0,1,215741.0
5,5,215755.0
2,2,215749.0
5,5,215776.0
0,0,215760.0
0,0,215749.0
7,7,215745.0
5,0,215743.0
4,4,215759.0
7,7,215745.0
0,0,215748.0
7,7,215718.0
6,6,215751.0
2,2,215734.0
5,5,215745.0
1,0,215747.0
5,5,215768.0
7,7,215746.0
6,6,215761.0
7,7,215746.0
5,5,215756.0
3,3,215744.0
6,6,215748.0
4,4,215772.0
4,2,215755.0
0,3,215746.0
3,0,215755.0
0,0,215762.0
1,6,215754.0
2,2,215774.0
1,1,215754.0
2,2,215744.0
0,1,215747.0
2,2,215773.0
0,0,215748.0
7,7,215761.0
5,5,215747.0
6,4,215774.0
0,0,215746.0
2,2,215759.0
6,6,215751.0
6,6,215754.0
7,7,215750.0
1,1,215744.0
7,7,215748.0
0,0,215729.0
7,7,215777.0
4,4,215759.0
6,6,215749.0
7,7,215762.0
6,6,215747.0
4,4,215757.0
0,1,215743.0
1,1,215755.0
1,1,215748.0
4,4,215758.0
7,7,215748.0
2,2,215755.0
6,6,215743.0
0,5,215756.0
0,0,215776.0
5,5,215757.0
7,7,215758.0
3,3,215756.0
0,0,215774.0
0,3,215749.0
4,4,215779.0
6,6,215750.0
4,4,215758.0
4,4,215778.0
6,6,215746.0
2,2,215747.0
5,5,215774.0
4,4,215746.0
1,1,215783.0
6,4,215751.0
2,4,215757.0
0,0,215778.0
7,7,215760.0
6,6,215745.0
1,1,215748.0
7,7,215771.0
1,3,215753.0
2,2,215776.0
7,7,215756.0
0,0,215744.0
5,5,215745.0
0,3,215744.0
3,3,215755.0
1,1,215770.0
